145,0
100,113
91,118
6,40
86,3
4,28
11,10
29,64
61,39
10,33
135,17
121,48
80,134
31,116
98,81
103,77
4,58
96,1
77,42
29,10
19,10
81,21
47,48
51,40
75,24
93,79
38,1
53,8
39,142
1,19
79,38
10,21
8,90
10,94
4,140
131,1
69,75
42,28
26,97
3,75
86,75
10,7
132,81
61,96
112,29
118,61
10,75
10,1
43,73
86,6
148,14
77,81
20,24
27,13
78,19
147,132
75,66
78,57
119,17
59,5
99,96
42,113
85,24
15,13
84,39
45,10
85,131
58,7
1,82
86,22
87,49
19,86
12,61
19,22
75,12
1,114
97,135
8,60
49,58
49,38
11,60
3,1
50,121
11,6
4,114
1,81
131,35
8,131
3,79
31,40
56,33
77,22
1,86
75,1
21,47
75,95
19,61
92,44
0,45
19,0
40,12
93,3
113,40
108,40
10,30
1,3
51,75
57,64
103,85
31,117
1,12
126,43
148,88
57,56
103,14
8,91
113,43
40,10
43,89
28,19
45,16
39,45
4,38
0,7
81,82
78,13
3,10
14,24
2,35
77,13
127,0
113,39
124,1
58,75
85,34
28,70
61,33
40,30
96,29
19,107
61,13
67,71
130,19
124,0
61,24
56,38
75,3
11,6
78,60
0,13
82,5
58,54
3,103
44,141
17,67
6,116
99,124
22,20
126,6
38,65
77,49
28,89
121,40
18,91
19,84
93,17
10,0
1,97
2,45
77,6
43,26
1,77
18,79
12,0
3,86
26,24
78,24
11,83
26,38
136,28
19,114
113,62
113,4
19,79
119,61
134,75
6,42
19,43
4,19
22,58
79,85
25,20
56,131
76,6
10,75
2,40
50,8
26,93
114,42
38,98
79,21
31,77
137,38
39,142
38,133
31,10
59,38
131,79
89,40
52,20
121,93
57,3
19,103
42,49
0,19
19,91
67,5
97,4
7,39
19,133
1,46
99,79
64,10
47,0
117,6
33,38
19,1
52,7
0,5
78,19
17,86
82,9
0,136
8,89
77,19
21,10
10,15
75,114
18,28
116,5
9,10
17,93
117,31
24,7
67,21
14,86
71,70
124,85
25,61
70,78
1,24
48,21
86,52
33,86
63,24
39,1
114,11
47,20
79,76
4,77
19,95
28,20
93,24
18,84
30,57
81,39
89,52
39,24
6,52
28,77
1,133
82,49
91,23
3,116
75,60
139,14
54,49
47,29
77,3
80,5
82,26
52,10
117,0
128,26
28,44
13,41
24,1
0,6
92,1
78,11
19,7
84,45
0,1
98,138
10,112
75,94
147,38
5,12
18,65
83,47
10,56
62,10
14,25
84,2
3,52
38,1
113,57
98,77
27,126
107,6
25,57
90,84
84,19
14,79
122,107
31,52
80,0
29,11
95,3
77,38
75,84
31,3
3,0
4,1
2,105
10,112
0,113
5,24
33,2
38,4
25,40
75,48
3,122
4,140
47,98
81,6
8,69
122,4
75,25
106,54
10,47
0,27
8,76
45,41
2,70
8,40
75,2
75,1
5,7
2,10
32,5
114,38
89,118
114,26
93,0
3,46
16,6
34,29
103,40
75,47
3,19
57,10
12,88
124,75
117,124
50,53
6,8
36,93
112,32
123,86
53,133
75,96
42,75
0,47
68,141
123,16
85,6
5,3
106,19
7,1
47,14
38,3
47,96
12,1
75,8
12,3
51,25
6,22
95,93
113,79
39,84
12,3
38,52
24,0
6,65
138,10
66,25
17,0
138,108
117,28
12,0
39,26
24,7
14,38
3,95
123,112
5,62
10,1
4,0
75,5
94,93
84,7
12,14
103,82
129,131
75,22
56,24
42,7
18,61
7,138
1,76
75,77
4,53
54,10
133,19
0,84
107,33
19,38
12,93
0,78
91,40
22,110
86,79
7,38
43,3
48,84
3,26
43,24
88,85
75,77
78,42
19,86
18,9
57,12
75,20
5,78
38,7
8,61
76,16
46,86
78,11
43,91
60,46
80,40
44,93
45,32
11,20
14,61
75,79
117,91
0,94
2,10
11,38
77,6
11,40
0,125
85,76
45,75
93,79
75,9
34,10
92,20
82,47
47,100
8,0
47,77
31,19
78,113
38,10
75,14
138,21
135,57
5,49
4,76
33,119
61,39
58,50
18,38
35,66
7,12
119,45
1,80
33,117
58,11
75,57
