32557,38087
39848,25074
25049,39834
35839,41811
36157,41335
40820,44318
48438,31677
25417,36729
36646,42951
40638,43939
41248,25488
25599,42532
42275,39074
25027,27603
39280,37602
48835,31502
25495,45535
42286,35340
30120,38040
34138,30349
32261,27761
45123,25586
43958,28161
31663,34399
25807,25204
25491,37065
25220,25038
43847,28987
26967,32044
29894,34391
27223,27594
40239,39528
28174,37713
26084,25012
38403,32952
43224,38184
29908,28222
39312,45618
29103,43886
32182,37896
34771,31281
25302,25617
37919,38001
26983,28925
45377,29695
28271,25610
27812,28823
39263,31281
46924,27987
24999,26151
34586,25494
31705,31774
36380,29820
27472,31464
33363,29736
26869,25103
25115,35175
28529,25784
37815,38622
37560,38299
27957,31251
44780,37502
39128,44636
26485,25858
37620,30573
36743,31489
30017,25001
42352,25110
39454,39398
40064,47909
28321,25575
43507,26193
28298,27538
37525,29712
45745,31250
26016,33657
25000,34471
47320,42617
37500,26203
26576,38333
37333,40705
25016,41653
38061,37719
28242,34287
25398,36012
37550,44037
39514,27768
36612,39160
45509,25122
32827,26782
44024,25442
44067,37808
39184,38119
29012,28436
28539,38130
26818,38477
31263,31647
28344,26916
30912,32003
25451,29102
31455,38444
29501,34863
41742,49145
30103,26085
30041,26132
42213,28456
39066,32928
27735,26954
33597,39163
34785,39114
42446,29327
29524,27153
40313,32066
48144,37608
31447,30873
31758,26663
38748,27398
49059,31394
32053,25427
32887,45727
36328,28140
27636,31713
25321,28456
29528,26203
35163,40368
33215,44636
32131,26746
25005,39843
25085,28216
42205,28138
25469,27477
25482,38477
29353,49876
42780,33133
29691,37603
40673,40756
28692,33228
33454,31268
25237,37516
43749,39669
25855,24999
40625,47140
40466,26080
32459,38534
38520,29034
38805,41119
25025,42480
25494,29366
44337,25538
25030,31262
42395,28234
26783,37616
40722,32046
26813,29688
26692,44335
37917,26452
25051,37714
26185,25207
39965,25831
43042,31896
31567,48956
28906,44019
37634,29299
25024,48250
25215,39167
45434,29785
34409,34399
46304,25845
45330,29746
25883,45020
31272,31751
28931,40869
30458,29882
44244,32824
35941,25591
37518,33904
41210,37599
44679,39843
26599,40735
25829,26626
48080,31165
26090,35170
32169,38748
26666,32031
37597,38428
46887,39209
29905,47684
39355,28356
26774,34496
43787,25861
26769,29949
28259,34570
28346,28333
26139,31912
38183,28515
38294,28133
27444,27072
28040,29235
25079,27438
26611,27545
39491,48446
28593,37499
31510,33594
27496,27210
28617,38582
31262,26373
33621,47916
36138,38320
25942,37549
39651,25004
25671,28861
46975,35192
33169,41309
44555,27345
25000,28478
32813,32840
39115,24999
39069,39454
28444,45922
25024,26954
43484,43764
25391,39877
26113,32135
43948,48467
33789,36248
39961,29022
25397,34433
41052,39751
31419,46974
28982,37649
36194,42700
25936,25132
40723,47797
41348,25369
31548,26667
31373,26953
34769,29767
26885,37707
28425,25392
25317,37893
29931,43879
26269,36370
26715,47016
28332,41620
26107,30493
31762,34426
35254,47669
27442,24999
26666,32208
27746,37509
33788,28389
40881,25794
34432,46914
25983,32923
25048,41018
26873,26905
43469,26319
25446,41120
39967,25829
36141,25151
42400,32356
25341,35288
25031,39916
29749,40775
31249,25148
26889,28418
25594,26214
48119,25623
35003,45416
33264,25622
31664,40283
27230,41859
27841,39306
35183,41412
44787,36329
31640,35257
40673,30646
26586,38003
40955,37573
47662,33059
25232,32105
25948,38004
37965,36118
32885,31934
28934,40625
25976,28915
25464,25003
38281,44415
34468,38171
25195,41046
25988,47134
26973,37600
37788,27661
25231,32488
28368,29154
30281,39495
25000,37549
26202,40466
29907,27141
43370,25057
39168,37341
47729,47095
28526,26591
25109,29754
43343,40118
25129,30177
47758,25002
48063,34425
41619,26367
27247,37525
25050,28262
37576,31641
27226,25897
40628,25490
31683,32580
39942,36041
25451,47099
44728,26620
44175,26965
44986,45738
32348,28494
34386,28188
32922,28328
25050,25244
41260,41509
41995,35159
26180,39160
25055,25002
28671,42977
25408,25784
36125,32897
25885,34390
26638,37597
25286,25060
25523,34711
48657,37892
40680,25052
26766,28949
30212,41416
35173,37499
26171,29902
44157,25045
44154,32816
37562,25173
33427,37510
25612,25756
37722,31729
40942,28138
25530,39407
37521,42191
31268,34644
25002,25991
25715,40704
39103,48443
30515,33454
28521,26083
31377,28835
34869,43812
25132,47774
32618,44726
40115,45367
26570,25465
29695,40234
38331,37507
37608,25128
36332,45947
25012,28127
31333,30715
31750,43969
25141,32079
35401,31077
28391,30505
35918,34039
27002,27343
28423,25800
34768,38363
25848,39071
36233,38685
25050,34380
40801,37921
37500,41418
39062,40293
25502,45612
34377,25352
25003,28152
28169,25369
25391,29688
36137,37905
25519,31527
25093,42252
28930,34220
32533,29210
29618,38065
33697,45320
38555,39081
25149,25549
32383,35329
25343,25695
33011,26611
35388,25782
44913,29743
28534,43990
44018,26697
31947,32934
28271,25104
31664,31449
26764,48483
25005,31512
31884,25404
29699,39854
44550,37910
25611,32064
25027,30472
26180,35162
26812,25781
38958,39243
27667,28551
37667,42013
36366,36379
43753,29833
36125,25081
31256,28631
41812,39172
39471,28931
27209,28907
35571,29112
45706,25811
28989,26762
30761,25748
39907,34619
30871,33228
44695,47104
49230,26959
33691,41039
39892,28674
48538,25014
31461,26126
33905,25238
46827,25024
26758,28539
25037,37536
43897,46969
25102,34789
25928,29692
25503,28164
38680,36087
28137,38029
38769,37720
39471,36945
29420,37965
38329,28933
41088,25440
41926,34621
44921,41106
44631,34468
39240,34507
43250,26969
25238,35943
44360,29296
25854,29749
26977,27392
26276,26673
28133,34399
32080,43074
40103,25417
38407,39430
28944,25305
26674,41058
45516,47666
31450,39575
25054,31257
44338,27795
26833,40746
35586,26672
37567,26222
48834,44753
45435,31449
26171,43070
34620,45777
37772,46928
37114,31457
28307,34393
44142,28938
26770,25295
28764,31400
38368,38088
44986,45474
37647,27826
25903,44006
31777,32150
39124,26468
37769,27080
40686,32849
29895,25057
31611,37631
41427,30619
44653,33790
28916,33688
45765,38394
26868,26587
33052,26699
28519,43775
39343,32815
28201,28369
49230,28345
33788,25825
31264,25798
45829,31353
26367,25395
38284,33715
29046,41647
31818,25988
29965,26854
42190,25008
38333,25133
26823,43758
31249,39721
25002,44201
44141,46613
37699,37499
31652,27058
25135,36624
28347,35278
46884,25665
34381,34619
39066,37799
38455,41033
29817,26183
29525,32064
26440,28332
27798,26959
42774,32373
42736,25953
29426,35462
32865,47283
38296,33697
26916,44482
31643,28144
38289,28455
26727,29178
38847,25036
25857,48414
27130,39462
31556,26757
28534,28524
28419,43800
38488,28567
26772,29795
44779,44338
37811,29240
39864,49299
28211,31877
32929,32076
26641,41419
48060,25786
38012,26719
37505,34789
25927,28227
25427,29811
38301,28653
34085,31681
43695,25024
43774,28671
39951,43848
38513,27163
26591,34155
44338,44335
39187,27001
27786,31461
32867,41326
27946,42114
25453,32656
37769,37800
26684,27682
33007,25269
45541,25037
45470,28991
27156,25007
28285,28149
36011,28912
41113,41506
37753,34580
28668,37948
46497,28248
31642,26563
32813,37569
45324,29358
30670,29724
28127,28320
41981,26116
31764,44213
39868,25600
33459,44573
35699,32228
33186,25416
29690,26179
35803,37510
37501,45410
38519,25006
28125,46996
31555,31977
40626,49333
37745,25036
28286,39284
25781,38282
25983,26662
